"Set","Song"
"Set 1","Buried Alive"
"Set 1","Rift"
"Set 1","Weigh"
"Set 1","Chalk Dust Torture"
"Set 1","Esther"
"Set 1","Split Open and Melt"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","The Vibration of Life"
"Set 1","Fly Famous Mockingbird"
"Set 1","Possum"
"Set 1","Lawn Boy"
"Set 1","Cavern"
"Set 2","AC/DC Bag"
"Set 2","The Curtain"
"Set 2","Tweezer"
"Set 2","Manteca"
"Set 2","Tweezer"
"Set 2","Contact"
"Set 2","It's Ice"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Runaway Jim"
"Set 2","Big Ball Jam"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","My Sweet One"
"Set 2","Tweezer Reprise"
"Encore","Memories"
"Encore","Amazing Grace"
"Encore","Highway to Hell"
