"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","All Things Reconsidered"
"Set 1","Bouncing Around the Room"
"Set 1","It's Ice"
"Set 1","Nellie Kane"
"Set 1","Split Open and Melt"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Uncle Pen"
"Set 1","Maze"
"Set 1","Golgi Apparatus"
"Set 2","Llama"
"Set 2","Horn"
"Set 2","Ya Mar"
"Set 2","Mike's Song"
"Set 2","Ginseng Sullivan"
"Set 2","Weekapaug Groove"
"Set 2","Wilson"
"Set 2","Rift"
"Set 2","Suzy Greenberg"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Run Like an Antelope"
"Encore","Halley's Comet"
"Encore","Poor Heart"
"Encore","Sweet Adeline"
