Set,Song
Set 1,Llama
Set 1,Guelah Papyrus
Set 1,Rift
Set 1,Split Open and Melt
Set 1,Sparkle
Set 1,Punch You in the Eye
Set 1,I Didn't Know
Set 1,Poor Heart
Set 1,Reba
Set 1,David Bowie
Set 1,The Vibration of Life
Set 1,David Bowie
Set 2,The Curtain
Set 2,Tweezer
Set 2,The Horse
Set 2,Silent in the Morning
Set 2,Paul and Silas
Set 2,It's Ice
Set 2,You Enjoy Myself
Set 2,Hold Your Head Up
Set 2,Love You
Set 2,Hold Your Head Up
Set 2,The Squirming Coil
Set 2,Tweezer Reprise
Encore,Amazing Grace
Encore,Loving Cup
