"Set","Song"
"Set 1","Rift"
"Set 1","Guelah Papyrus"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 1","Bouncing Around the Room"
"Set 1","It's Ice"
"Set 1","Glide"
"Set 1","Maze"
"Set 1","Golgi Apparatus"
"Set 2","Runaway Jim"
"Set 2","My Friend, My Friend"
"Set 2","Manteca"
"Set 2","My Friend, My Friend"
"Set 2","Poor Heart"
"Set 2","Weigh"
"Set 2","Big Ball Jam"
"Set 2","Ya Mar"
"Set 2","You Enjoy Myself"
"Set 2","Jam"
"Encore","Amazing Grace"
"Encore","Cavern"
"Encore","Take the 'A' Train"
"Encore","Cavern"
