Set,Song
Set 1,Runaway Jim
Set 1,Weigh
Set 1,Sparkle
Set 1,Split Open and Melt
Set 1,Fluffhead
Set 1,My Friend, My Friend
Set 1,Divided Sky
Set 1,Guelah Papyrus
Set 1,Lawn Boy
Set 1,Chalk Dust Torture
Set 2,Golgi Apparatus
Set 2,Maze
Set 2,The Ballad of Curtis Loew
Set 2,It's Ice
Set 2,Paul and Silas
Set 2,Big Ball Jam
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,Hold Your Head Up
Set 2,Lengthwise
Set 2,Hold Your Head Up
Set 2,The Squirming Coil
Set 2,Highway to Hell
Encore,Fire
