"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Fee"
"Set 1","Split Open and Melt"
"Set 1","Fluffhead"
"Set 1","Llama"
"Set 1","Horn"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","Cavern"
"Set 2","Loving Cup"
"Set 2","Paul and Silas"
"Set 2","Tweezer"
"Set 2","Glide"
"Set 2","Chalk Dust Torture"
"Set 2","Mound"
"Set 2","Big Ball Jam"
"Set 2","You Enjoy Myself"
"Set 2","Hold Your Head Up"
"Set 2","Lengthwise"
"Set 2","Hold Your Head Up"
"Set 2","The Squirming Coil"
"Set 2","Tweezer Reprise"
"Encore","Bold As Love"
"Encore","Sweet Adeline"
