"Set","Song"
"Set 1","Buried Alive"
"Set 1","Rift"
"Set 1","Caravan"
"Set 1","Nellie Kane"
"Set 1","Maze"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Punch You in the Eye"
"Set 1","Runaway Jim"
"Set 1","It's Ice"
"Set 1","Lawn Boy"
"Set 1","Cavern"
"Set 2","Also Sprach Zarathustra"
"Set 2","Poor Heart"
"Set 2","Run Like an Antelope"
"Set 2","Faht"
"Set 2","My Friend, My Friend"
"Set 2","Uncle Pen"
"Set 2","Big Ball Jam"
"Set 2","You Enjoy Myself"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Chalk Dust Torture"
"Set 2","Highway to Hell"
"Encore","Amazing Grace"
"Encore","Daniel Saw the Stone"
