"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","It's Ice"
"Set 1","Possum"
"Set 1","Bouncing Around the Room"
"Set 1","Stash"
"Set 1","Glide"
"Set 1","Rift"
"Set 1","Horn"
"Set 1","Magilla"
"Set 1","Run Like an Antelope"
"Set 2","Axilla"
"Set 2","The Curtain"
"Set 2","Sample in a Jar"
"Set 2","Uncle Pen"
"Set 2","Colonel Forbin's Ascent"
"Set 2","Fly Famous Mockingbird"
"Set 2","Kung"
"Set 2","Icculus"
"Set 2","Fly Famous Mockingbird"
"Set 2","The Wedge"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Golgi Apparatus"
"Encore","My Sweet One"
"Encore","Big Ball Jam"
"Encore","Sweet Adeline"
