Set,Song
Set 1,Runaway Jim
Set 1,Weigh
Set 1,Sparkle
Set 1,Stash
Set 1,Bouncing Around the Room
Set 1,It's Ice
Set 1,Glide
Set 1,Uncle Pen
Set 1,Lawn Boy
Set 1,David Bowie
Set 2,Chalk Dust Torture
Set 2,Fluffhead
Set 2,Sample in a Jar
Set 2,Big Ball Jam
Set 2,The Man Who Stepped Into Yesterday
Set 2,Avenu Malkenu
Set 2,The Man Who Stepped Into Yesterday
Set 2,My Friend, My Friend
Set 2,Llama
Set 2,You Enjoy Myself
Set 2,Hold Your Head Up
Set 2,Whipping Post
Set 2,Hold Your Head Up
Set 2,Golgi Apparatus
Encore,Funky Bitch
Encore,Amazing Grace
