"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Possum"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Caravan"
"Set 1","Cavern"
"Set 2","My Friend, My Friend"
"Set 2","Rift"
"Set 2","The Sloth"
"Set 2","Uncle Pen"
"Set 2","Fast Enough for You"
"Set 2","Big Ball Jam"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Hold Your Head Up"
"Set 2","If I Only Had a Brain"
"Set 2","Hold Your Head Up"
"Set 2","The Squirming Coil"
"Encore","Bold As Love"
"Encore","Sweet Adeline"
