"Set","Song"
"Set 1","Rift"
"Set 1","Guelah Papyrus"
"Set 1","Split Open and Melt"
"Set 1","Sparkle"
"Set 1","Divided Sky"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Horn"
"Set 1","I Didn't Know"
"Set 1","Cavern"
"Set 2","Poor Heart"
"Set 2","Tweezer"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Possum"
"Set 2","Mound"
"Set 2","Big Ball Jam"
"Set 2","Mike's Song"
"Set 2","Ya Mar"
"Set 2","Walk Away"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Tweezer Reprise"
"Encore","Amazing Grace"
"Encore","Rocky Top"
