Set,Song
Set 1,The Landlady
Set 1,Runaway Jim
Set 1,Sample in a Jar
Set 1,My Mind's Got a Mind of its Own
Set 1,Stash
Set 1,Reba
Set 1,Chalk Dust Torture
Set 1,The Horse
Set 1,Silent in the Morning
Set 1,The Oh Kee Pa Ceremony
Set 1,David Bowie
Set 2,Also Sprach Zarathustra
Set 2,Tweezer
Set 2,The Squirming Coil
Set 2,It's Ice
Set 2,Sparkle
Set 2,Big Ball Jam
Set 2,Mike's Song
Set 2,Leprechaun
Set 2,Weekapaug Groove
Set 2,Hold Your Head Up
Set 2,Faht
Set 2,Rift
Set 2,Good Times Bad Times
Encore,Amazing Grace
Encore,Daniel Saw the Stone
Encore,Tweezer Reprise
