Set,Song
Set 1,The Landlady
Set 1,Runaway Jim
Set 1,Foam
Set 1,Bouncing Around the Room
Set 1,Stash
Set 1,Amazing Grace
Set 1,Paul and Silas
Set 1,It's Ice
Set 1,The Oh Kee Pa Ceremony
Set 1,Suzy Greenberg
Set 1,Run Like an Antelope
Set 2,Axilla
Set 2,Glide
Set 2,Reba
Set 2,Jesus Just Left Chicago
Set 2,Mound
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,The Horse
Set 2,Silent in the Morning
Set 2,Hold Your Head Up
Set 2,The Great Gig in the Sky
Set 2,Hold Your Head Up
Set 2,Golgi Apparatus
Encore,Sweet Adeline
Encore,Rocky Top
