"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","Stash"
"Set 1","Fee"
"Set 1","Rift"
"Set 1","Fluffhead"
"Set 1","Llama"
"Set 1","Lawn Boy"
"Set 1","David Bowie"
"Set 2","The Landlady"
"Set 2","Wilson"
"Set 2","Uncle Pen"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Mound"
"Set 2","Big Ball Jam"
"Set 2","Bouncing Around the Room"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","The Lizards"
"Set 2","Cavern"
"Encore","Bold As Love"
"Encore","Amazing Grace"
