"Set","Song"
"Set 1","Rift"
"Set 1","Foam"
"Set 1","Bouncing Around the Room"
"Set 1","Maze"
"Set 1","Guelah Papyrus"
"Set 1","Paul and Silas"
"Set 1","Sample in a Jar"
"Set 1","Runaway Jim"
"Set 1","Lawn Boy"
"Set 1","Cavern"
"Set 2","Axilla"
"Set 2","The Curtain"
"Set 2","Split Open and Melt"
"Set 2","Mound"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Glide"
"Set 2","My Sweet One"
"Set 2","Fast Enough for You"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","The Squirming Coil"
"Set 2","Sweet Adeline"
"Encore","Fire"
