"Set","Song"
"Set 1","Llama"
"Set 1","Bouncing Around the Room"
"Set 1","Foam"
"Set 1","Ginseng Sullivan"
"Set 1","Maze"
"Set 1","Fluffhead"
"Set 1","Stash"
"Set 1","The Squirming Coil"
"Set 1","Crimes of the Mind"
"Set 2","Also Sprach Zarathustra"
"Set 2","Rift"
"Set 2","Run Like an Antelope"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Sparkle"
"Set 2","It's Ice"
"Set 2","Big Ball Jam"
"Set 2","Purple Rain"
"Set 2","Hold Your Head Up"
"Set 2","You Enjoy Myself"
"Set 2","Oye Como Va Jam"
"Set 2","You Enjoy Myself"
"Set 2","Contact"
"Set 2","Chalk Dust Torture"
"Encore","Daniel Saw the Stone"
"Encore","Amazing Grace"
