"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","Buried Alive"
"Set 1","Punch You in the Eye"
"Set 1","Uncle Pen"
"Set 1","Horn"
"Set 1","Chalk Dust Torture"
"Set 1","Esther"
"Set 1","Dinner and a Movie"
"Set 1","Bouncing Around the Room"
"Set 1","Run Like an Antelope"
"Set 2","Axilla"
"Set 2","The Curtain"
"Set 2","Stash"
"Set 2","Manteca"
"Set 2","Stash"
"Set 2","The Lizards"
"Set 2","Bathtub Gin"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","The Squirming Coil"
"Set 2","Big Black Furry Creature from Mars"
"Encore","Sweet Adeline"
"Encore","Good Times Bad Times"
"Encore","Paul and Silas"
"Encore","Pig in a Pen"
