Set,Song
Set 1,Golgi Apparatus
Set 1,Foam
Set 1,The Sloth
Set 1,Possum
Set 1,Weigh
Set 1,All Things Reconsidered
Set 1,Divided Sky
Set 1,The Horse
Set 1,Silent in the Morning
Set 1,Fluffhead
Set 1,Cavern
Set 2,Wilson
Set 2,Reba
Set 2,Tweezer
Set 2,Walk Away
Set 2,Tweezer
Set 2,Glide
Set 2,Mike's Song
Set 2,My Mind's Got a Mind of its Own
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,The Vibration of Life
Set 2,Kung
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,Have Mercy
Set 2,Weekapaug Groove
Set 2,Rock and Roll All Nite Jam
Set 2,Weekapaug Groove
Set 2,Fast Enough for You
Set 2,Big Ball Jam
Set 2,Hold Your Head Up
Set 2,Terrapin
Set 2,Hold Your Head Up
Set 2,Harry Hood
Set 2,Tweezer Reprise
Encore,Sleeping Monkey
