"Set","Song"
"Set 1","Llama"
"Set 1","It's Ice"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Fluffhead"
"Set 1","Paul and Silas"
"Set 1","Stash"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","David Bowie"
"Set 2","Axilla"
"Set 2","Poor Heart"
"Set 2","Caravan"
"Set 2","Punch You in the Eye"
"Set 2","Tweezer"
"Set 2","Glide"
"Set 2","You Enjoy Myself"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Tweezer Reprise"
"Encore","Carolina"
"Encore","Fire"
