"Set","Song"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","Foam"
"Set 1","Bouncing Around the Room"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","It's Ice"
"Set 1","Sparkle"
"Set 1","Maze"
"Set 1","Golgi Apparatus"
"Set 2","Runaway Jim"
"Set 2","Sample in a Jar"
"Set 2","Uncle Pen"
"Set 2","Llama"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Lizards"
"Set 2","Big Ball Jam"
"Set 2","Hold Your Head Up"
"Set 2","Bike"
"Set 2","Hold Your Head Up"
"Set 2","Chalk Dust Torture"
"Encore","Amazing Grace"
"Encore","Rocky Top"
