Set,Song
Set 1,Buried Alive
Set 1,Poor Heart
Set 1,Stash
Set 1,Reba
Set 1,Sparkle
Set 1,It's Ice
Set 1,Fee
Set 1,All Things Reconsidered
Set 1,Chalk Dust Torture
Set 1,The Horse
Set 1,Silent in the Morning
Set 1,I Didn't Know
Set 1,David Bowie
Set 2,My Friend, My Friend
Set 2,Uncle Pen
Set 2,Tweezer
Set 2,The Lizards
Set 2,Llama
Set 2,You Enjoy Myself
Set 2,Hold Your Head Up
Set 2,Love You
Set 2,Hold Your Head Up
Set 2,It's All Right
Set 2,Loup Garou
Set 2,Choo Choo Ch' Boogie
Set 2,Harry Hood
Set 2,Amazing Grace
Encore,Golgi Apparatus
Encore,Tweezer Reprise
