"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Split Open and Melt"
"Set 1","Mound"
"Set 1","Punch You in the Eye"
"Set 1","Sample in a Jar"
"Set 1","Reba"
"Set 1","I Didn't Know"
"Set 1","David Bowie"
"Set 2","Lengthwise"
"Set 2","Maze"
"Set 2","Bouncing Around the Room"
"Set 2","Uncle Pen"
"Set 2","Harry Hood"
"Set 2","Big Ball Jam"
"Set 2","It's Ice"
"Set 2","You Enjoy Myself"
"Set 2","Harpua"
"Set 2","She's So Cold"
"Set 2","Harpua"
"Set 2","Chalk Dust Torture"
"Encore","AC/DC Bag"
"Encore","Sweet Adeline"
