Set,Song
Set 1,Llama
Set 1,Foam
Set 1,Fee
Set 1,Poor Heart
Set 1,Maze
Set 1,I Didn't Know
Set 1,Sample in a Jar
Set 1,All Things Reconsidered
Set 1,Runaway Jim
Set 1,Amazing Grace
Set 1,Cavern
Set 2,The Landlady
Set 2,Split Open and Melt
Set 2,Sparkle
Set 2,Tweezer
Set 2,Mound
Set 2,Big Ball Jam
Set 2,Fast Enough for You
Set 2,You Enjoy Myself
Set 2,The Horse
Set 2,Silent in the Morning
Set 2,Hold Your Head Up
Set 2,The Prison Joke
Set 2,Hold Your Head Up
Set 2,Terrapin
Set 2,Hold Your Head Up
Set 2,Good Times Bad Times
Encore,Carolina
Encore,The Squirming Coil
