"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Uncle Pen"
"Set 1","Stash"
"Set 1","Bouncing Around the Room"
"Set 1","Rift"
"Set 1","Weigh"
"Set 1","Reba"
"Set 1","Sparkle"
"Set 1","David Bowie"
"Set 2","Golgi Apparatus"
"Set 2","It's Ice"
"Set 2","The Lizards"
"Set 2","Tela"
"Set 2","Wilson"
"Set 2","AC/DC Bag"
"Set 2","Colonel Forbin's Ascent"
"Set 2","Fly Famous Mockingbird"
"Set 2","The Sloth"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Encore","Amazing Grace"
"Encore","Fire"
