"Set","Song"
"Set 1","Maze"
"Set 1","Sparkle"
"Set 1","Foam"
"Set 1","Punch You in the Eye"
"Set 1","Fee"
"Set 1","All Things Reconsidered"
"Set 1","Split Open and Melt"
"Set 1","Fluffhead"
"Set 1","Divided Sky"
"Set 1","Cavern"
"Set 2","Wilson"
"Set 2","Runaway Jim"
"Set 2","Mound"
"Set 2","Tweezer"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Big Ball Jam"
"Set 2","You Enjoy Myself"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","The Great Gig in the Sky"
"Set 2","Hold Your Head Up"
"Set 2","Tweezer Reprise"
"Encore","Amazing Grace"
"Encore","Rocky Top"
