"Set","Song"
"Set 1","Party Time"
"Set 1","Free"
"Set 1","Halley's Comet"
"Set 1","Wolfman's Brother"
"Set 1","Possum"
"Set 1","Lawn Boy"
"Set 1","Bouncing Around the Room"
"Set 1","Water in the Sky"
"Set 1","Dirt"
"Set 1","Devotion To a Dream"
"Set 1","Sugar Shack"
"Set 1","Run Like an Antelope"
"Set 2","46 Days"
"Set 2","The Dogs"
"Set 2","46 Days"
"Set 2","Piper"
"Set 2","Ghost"
"Set 2","Shade"
"Set 2","Gotta Jibboo"
"Set 2","Waiting All Night"
"Set 2","Blaze On"
"Set 2","Wading in the Velvet Sea"
"Set 2","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","Tweezer Reprise"
"Encore","Loving Cup"
