"Set","Song"
"Set 1","Simple"
"Set 1","The Dogs"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Free"
"Set 1","Happy Birthday to You"
"Set 1","The Wedge"
"Set 1","Mock Song"
"Set 1","Roggae"
"Set 1","Rift"
"Set 1","Bathtub Gin"
"Set 2","Chalk Dust Torture"
"Set 2","Ghost"
"Set 2","Rock and Roll"
"Set 2","Harry Hood"
"Set 2","Waste"
"Set 2","No Men In No Man's Land"
"Set 2","Slave to the Traffic Light"
"Encore","Farmhouse"
"Encore","First Tube"
