"Set","Song"
"Set 1","Tube"
"Set 1","Ghost"
"Set 1","Halley's Comet"
"Set 1","Undermind"
"Set 1","Yarmouth Road"
"Set 1","Bathtub Gin"
"Set 1","Waiting All Night"
"Set 1","Horn"
"Set 1","The Wedge"
"Set 1","46 Days"
"Set 1","Run Like an Antelope"
"Set 2","Wolfman's Brother"
"Set 2","Blaze On"
"Set 2","Golden Age"
"Set 2","Roses Are Free"
"Set 2","Fuego"
"Set 2","Wading in the Velvet Sea"
"Set 2","Walls of the Cave"
"Encore","Hold Your Head Up"
"Encore","Bike"
"Encore","Hold Your Head Up"
"Encore","Loving Cup"
