"Set","Song"
"Set 1","Divided Sky"
"Set 1","The Moma Dance"
"Set 1","Mound"
"Set 1","Army of One"
"Set 1","Scabbard"
"Set 1","Sample in a Jar"
"Set 1","Tube"
"Set 1","Halfway to the Moon"
"Set 1","Camel Walk"
"Set 1","How Many People Are You"
"Set 1","When the Circus Comes"
"Set 1","Undermind"
"Set 1","Run Like an Antelope"
"Set 2","Wolfman's Brother"
"Set 2","Halley's Comet"
"Set 2","46 Days"
"Set 2","Backwards Down the Number Line"
"Set 2","Tweezer"
"Set 2","Prince Caspian"
"Set 3","Meatstick"
"Set 3","Blaze On"
"Set 3","Possum"
"Set 3","Cities"
"Set 3","Mind Left Body Jam"
"Set 3","Cities"
"Set 3","Light"
"Set 3","555"
"Set 3","Wading in the Velvet Sea"
"Set 3","Walls of the Cave"
"Encore","Boogie On Reggae Woman"
"Encore","Tweezer Reprise"
"Set 4","Drive-In Jam"
