Set,Song
Set 1,Possum
Set 1,Cities
Set 1,Sample in a Jar
Set 1,Timber (Jerry The Mule)
Set 1,Back on the Train
Set 1,Lawn Boy
Set 1,Down with Disease
Set 1,Gumbo
Set 1,Ginseng Sullivan
Set 1,The Wedge
Set 1,Julius
Set 1,Cavern
Set 1,While My Guitar Gently Weeps
Set 2,Rock and Roll
Set 2,The Lizards
Set 2,Halley's Comet
Set 2,Sand
Set 2,Twist
Set 2,Birds of a Feather
Set 2,Boogie On Reggae Woman
Set 2,Also Sprach Zarathustra
Set 2,Waste
Set 2,Slave to the Traffic Light
Encore,Good Times Bad Times
