"Set","Song"
"Set 1","Sparkle"
"Set 1","Ha Ha Ha"
"Set 1","AC/DC Bag"
"Set 1","Divided Sky"
"Set 1","Dog Log"
"Set 1","Undermind"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Cities"
"Set 1","Ya Mar"
"Set 1","Bold As Love"
"Set 1","Julius"
"Set 2","Rock and Roll"
"Set 2","Tweezer"
"Set 2","Free"
"Set 2","Guyute"
"Set 2","Birds of a Feather"
"Set 2","Harry Hood"
"Set 2","What's the Use?"
"Set 2","Wading in the Velvet Sea"
"Set 2","Possum"
"Encore","Sleeping Monkey"
"Encore","Tweezer Reprise"
