"Set","Song"
"Set 1","The Sloth"
"Set 1","My Sweet One"
"Set 1","46 Days"
"Set 1","Camel Walk"
"Set 1","Tube"
"Set 1","Cities"
"Set 1","It's Ice"
"Set 1","Ginseng Sullivan"
"Set 1","Stash"
"Set 1","Simple"
"Set 1","The Wedge"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","The Squirming Coil"
"Set 2","My Soul"
"Set 2","Birds of a Feather"
"Set 2","Back on the Train"
"Set 2","Heavy Things"
"Set 2","Twist"
"Set 2","Piper"
"Set 2","Billy Breathes"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","David Bowie"
"Encore","First Tube"
