Set,Song
Set 1,Sample in a Jar
Set 1,Party Time
Set 1,Simple
Set 1,Axilla
Set 1,Tube
Set 1,Kill Devil Falls
Set 1,Water in the Sky
Set 1,Horn
Set 1,Babylon Baby
Set 1,Bathtub Gin
Set 1,Stealing Time From the Faulty Plan
Set 1,I Didn't Know
Set 1,Run Like an Antelope
Set 2,Back on the Train
Set 2,Rift
Set 2,Split Open and Melt
Set 2,The Mango Song
Set 2,Backwards Down the Number Line
Set 2,Limb By Limb
Set 2,Shine a Light
Set 2,Lengthwise
Set 2,Maze
Set 2,Cavern
Set 2,Fire
Encore,Mexican Cousin
Encore,Slave to the Traffic Light
