"Set","Song"
"Set 1","My Soul"
"Set 1","Daniel Saw the Stone"
"Set 1","AC/DC Bag"
"Set 1","The Moma Dance"
"Set 1","Runaway Jim"
"Set 1","Let It Loose"
"Set 1","Reba"
"Set 1","Kill Devil Falls"
"Set 1","The Sloth"
"Set 1","Ocelot"
"Set 1","Poor Heart"
"Set 1","When the Circus Comes"
"Set 1","Timber (Jerry The Mule)"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 2","Backwards Down the Number Line"
"Set 2","Carini"
"Set 2","Wilson"
"Set 2","Golden Age"
"Set 2","Also Sprach Zarathustra"
"Set 2","Rock and Roll"
"Set 2","Steam"
"Set 2","Piper"
"Set 2","Quinn the Eskimo"
"Set 2","Harry Hood"
"Set 2","Character Zero"
"Encore","Good Times Bad Times"
