"Set","Song"
"Set 1","Skin It Back"
"Set 1","Possum"
"Set 1","Tube"
"Set 1","Happiness Is a Warm Gun"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Halley's Comet"
"Set 1","Axilla"
"Set 1","Ya Mar"
"Set 1","Joy"
"Set 1","Jesus Just Left Chicago"
"Set 1","Backwards Down the Number Line"
"Set 1","Golgi Apparatus"
"Set 2","Chalk Dust Torture"
"Set 2","Sand"
"Set 2","Golden Age"
"Set 2","Wolfman's Brother"
"Set 2","Walk Away"
"Set 2","Bug"
"Set 2","Fluffhead"
"Set 2","The Wedge"
"Set 2","Run Like an Antelope"
"Encore","Character Zero"
