"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Ocelot"
"Set 1","Heavy Things"
"Set 1","Back on the Train"
"Set 1","Funky Bitch"
"Set 1","Tube"
"Set 1","Psycho Killer"
"Set 1","Tube"
"Set 1","Hold Your Head Up"
"Set 1","Cracklin' Rosie"
"Set 1","Hold Your Head Up"
"Set 1","Stash"
"Set 1","Bouncing Around the Room"
"Set 1","Paul and Silas"
"Set 1","Horn"
"Set 1","Corinna"
"Set 1","Light Up Or Leave Me Alone"
"Set 2","Chalk Dust Torture"
"Set 2","Carini"
"Set 2","Sand"
"Set 2","Roses Are Free"
"Set 2","Punch You in the Eye"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Ghost"
"Set 2","Suzy Greenberg"
"Set 2","Run Like an Antelope"
"Encore","Loving Cup"
