"Set","Song"
"Set 1","The Birdwatcher"
"Set 1","The Curtain With"
"Set 1","Fuck Your Face"
"Set 1","The Old Home Place"
"Set 1","Pebbles and Marbles"
"Set 1","Weigh"
"Set 1","Chalk Dust Torture"
"Set 1","Wolfman's Brother"
"Set 1","Cool It Down"
"Set 1","Tweezer"
"Set 1","Tela"
"Set 1","Stealing Time From the Faulty Plan"
"Set 2","Mike's Song"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Back on the Train"
"Set 2","Hold Your Head Up"
"Set 2","Bike"
"Set 2","Hold Your Head Up"
"Set 2","Weekapaug Groove"
"Set 2","Prince Caspian"
"Set 2","Waves"
"Set 2","Bug"
"Set 2","David Bowie"
"Encore","Show of Life"
"Encore","Tweezer Reprise"
