"Set","Song"
"Set 1","Cars Trucks Buses"
"Set 1","Wolfman's Brother"
"Set 1","Runaway Jim"
"Set 1","Ya Mar"
"Set 1","Alaska"
"Set 1","My Soul"
"Set 1","Wilson"
"Set 1","Maze"
"Set 1","Roses Are Free"
"Set 1","Backwards Down the Number Line"
"Set 1","Character Zero"
"Set 2","Kill Devil Falls"
"Set 2","Golden Age"
"Set 2","Free"
"Set 2","Light"
"Set 2","Wading in the Velvet Sea"
"Set 2","Chalk Dust Torture"
"Set 2","What's the Use?"
"Set 2","Joy"
"Set 2","Run Like an Antelope"
"Encore","A Day in the Life"
