Set,Song
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 1,Gumbo
Set 1,Halley's Comet
Set 1,My Friend, My Friend
Set 1,Wolfman's Brother
Set 1,The Horse
Set 1,Lawn Boy
Set 1,Possum
Set 1,Punch You in the Eye
Set 1,Ocelot
Set 1,Suzy Greenberg
Set 2,Crosseyed and Painless
Set 2,Slave to the Traffic Light
Set 2,Light
Set 2,Manteca
Set 2,Light
Set 2,Theme From the Bottom
Set 2,Golgi Apparatus
Set 2,Sand
Set 2,Backwards Down the Number Line
Set 2,Run Like an Antelope
Encore,Good Times Bad Times
