"Set","Song"
"Set 1","Free"
"Set 1","Kill Devil Falls"
"Set 1","Roses Are Free"
"Set 1","Theme From the Bottom"
"Set 1","Axilla"
"Set 1","Julius"
"Set 1","Bouncing Around the Room"
"Set 1","Maze"
"Set 1","Bathtub Gin"
"Set 2","Down with Disease"
"Set 2","Sand"
"Set 2","Nellie Kane"
"Set 2","Mike's Song"
"Set 2","Makisupa Policeman"
"Set 2","Weekapaug Groove"
"Set 2","Wading in the Velvet Sea"
"Set 2","Also Sprach Zarathustra"
"Set 2","Character Zero"
"Encore","The Oh Kee Pa Ceremony"
"Encore","Suzy Greenberg"
