"Set","Song"
"Set 1","The Curtain"
"Set 1","Ya Mar"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Fluffhead"
"Set 1","Contact"
"Set 1","AC/DC Bag"
"Set 1","Wilson"
"Set 1","You Enjoy Myself"
"Set 1","Harpua"
"Set 1","Foam"
"Set 2","Wilson"
"Set 2","Fluffhead"
"Set 3","Fire"
"Set 3","Sneakin' Sally Through the Alley"
"Set 3","Alumni Blues"
"Set 3","The Lizards"
"Set 3","La Grange"
"Set 3","You Enjoy Myself"
"Set 3","Good Times Bad Times"
"Encore","Halley's Comet"
