Set,Song
Set 1,The Oh Kee Pa Ceremony
Set 1,Golgi Apparatus
Set 1,You Enjoy Myself
Set 1,Fee
Set 1,Divided Sky
Set 1,I Didn't Know
Set 1,Wilson
Set 1,The Lizards
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 2,Who Knows Jam
Set 2,Dinner and a Movie
Set 2,Who Do? We Do!
Set 2,AC/DC Bag
Set 2,Reba
Set 2,Walk Away
Set 2,Bathtub Gin
Set 2,The Sloth
Set 2,The Chase
Set 2,Possum
Set 2,Punch You in the Eye
Set 2,In a Hole
Set 2,Gaul Swerves and the Rest is Everything Else
Set 2,No Dogs Allowed
Set 2,David Bowie
