"Set","Song"
"Set 1","Bold As Love"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Divided Sky"
"Set 1","The Price of Love"
"Set 1","On Your Way Down"
"Set 1","Ya Mar"
"Set 1","Fluffhead"
"Set 1","Run Like an Antelope"
"Set 2","The Mango Song"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","You Enjoy Myself"
"Set 2","Undun"
"Set 2","La Grange"
"Set 2","Golgi Apparatus"
"Set 3","Peaches en Regalia"
"Set 3","Foam"
"Set 3","AC/DC Bag"
"Set 3","Big Black Furry Creature from Mars"
"Set 3","Satin Doll"
"Set 3","Rocky Top"
"Encore","Makisupa Policeman"
