"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Ya Mar"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Suzy Greenberg"
"Set 1","Fee"
"Set 1","La Grange"
"Set 1","Makisupa Policeman"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","Good Times Bad Times"
"Set 2","Dinner and a Movie"
"Set 2","Bundle of Joy"
"Set 2","Possum"
"Set 2","Happy Birthday to You"
"Set 2","The Lizards"
"Set 2","AC/DC Bag"
"Set 2","David Bowie"
"Set 2","Contact"
"Set 2","Highway to Hell"
"Encore","You Enjoy Myself"
