"Set","Song"
"Set 1","Divided Sky"
"Set 1","Run Like an Antelope"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Fee"
"Set 1","Slave to the Traffic Light"
"Set 1","Esther"
"Set 1","Suzy Greenberg"
"Set 1","You Enjoy Myself"
"Set 2","Fire"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Bathtub Gin"
"Set 2","Sanity"
"Set 2","Ride Captain Ride"
"Set 2","Peaches en Regalia"
"Set 2","Take the 'A' Train"
"Set 2","Possum"
"Set 2","Contact"
"Set 2","Funky (Breakdown)"
"Set 2","The Price of Love"
"Set 2","Funky Bitch"
"Set 2","Split Open and Melt"
"Set 2","The Mango Song"
"Set 2","Harry Hood"
"Set 3","Jam"
"Set 3","La Grange Jam"
"Set 3","The Sloth"
"Set 3","Sneakin' Sally Through the Alley"
"Set 3","Ya Mar"
"Set 3","Jesus Just Left Chicago"
