"Set","Song"
"Set 1","Bold As Love"
"Set 1","AC/DC Bag"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Sanity"
"Set 1","Halley's Comet"
"Set 1","The Sloth"
"Set 1","You Enjoy Myself"
"Set 2","David Bowie"
"Set 2","The Mango Song"
"Set 2","Split Open and Melt"
"Set 2","Bathtub Gin"
"Set 2","Run Like an Antelope"
"Set 2","Golgi Apparatus"
"Set 3","Slave to the Traffic Light"
"Set 3","Funky Bitch"
"Set 3","The Ballad of Curtis Loew"
"Set 3","Possum"
"Encore","The Practical Song"
