"Set","Song"
"Set 1","I Didn't Know"
"Set 1","Golgi Apparatus"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","You Enjoy Myself"
"Set 1","The Lizards"
"Set 1","Take the 'A' Train"
"Set 1","Sanity"
"Set 1","Divided Sky"
"Set 1","Fee"
"Set 1","Good Times Bad Times"
"Set 2","Suzy Greenberg"
"Set 2","Icculus"
"Set 2","Colonel Forbin's Ascent"
"Set 2","Fly Famous Mockingbird"
"Set 2","The Sloth"
"Set 2","Possum"
"Set 2","Contact"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Foam"
"Set 2","David Bowie"
"Encore","AC/DC Bag"
"Encore","Fire"
