"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","The Curtain"
"Set 1","Wilson"
"Set 1","Peaches en Regalia"
"Set 1","Fee"
"Set 1","La Grange"
"Set 1","You Enjoy Myself"
"Set 2","All Blues"
"Set 2","Sanity"
"Set 2","Take the 'A' Train"
"Set 2","Golgi Apparatus"
"Set 2","Divided Sky"
"Set 2","On Your Way Down"
"Set 2","I Didn't Know"
"Set 3","Good Times Bad Times"
"Set 3","Walk Away"
"Set 3","Harry Hood"
"Set 3","Big Black Furry Creature from Mars"
"Set 3","The Ballad of Curtis Loew"
"Set 3","Colonel Forbin's Ascent"
"Set 3","Fly Famous Mockingbird"
"Set 3","Whipping Post"
"Set 3","Corinna"
"Encore","David Bowie"
