"Set","Song"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Esther"
"Set 1","You Enjoy Myself"
"Set 1","Wilson"
"Set 1","Peaches en Regalia"
"Set 1","On Your Way Down"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","I Didn't Know"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Foam"
"Set 1","David Bowie"
"Set 2","Funky Bitch"
"Set 2","Golgi Apparatus"
"Set 2","Slave to the Traffic Light"
"Set 2","The Mango Song"
"Set 2","Divided Sky"
"Set 2","Split Open and Melt"
"Set 2","Suzy Greenberg"
"Set 2","Fluffhead"
"Set 2","Good Times Bad Times"
