"Set","Song"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Split Open and Melt"
"Set 1","Ya Mar"
"Set 1","Reba"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Who Do? We Do!"
"Set 1","AC/DC Bag"
"Set 1","My Sweet One"
"Set 1","Bathtub Gin"
"Set 1","Run Like an Antelope"
"Set 2","Harry Hood"
"Set 2","Tela"
"Set 2","Timber (Jerry The Mule)"
"Set 2","Slave to the Traffic Light"
"Set 2","I Didn't Know"
"Set 2","You Enjoy Myself"
"Set 2","Possum"
"Encore","Lawn Boy"
"Encore","Fire"
