"Set","Song"
"Set 1","I Didn't Know"
"Set 1","La Grange"
"Set 1","You Enjoy Myself"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Dinner and a Movie"
"Set 1","Bathtub Gin"
"Set 1","My Sweet One"
"Set 1","Harry Hood"
"Set 1","Good Times Bad Times"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 2","Rocky Top"
"Set 2","Divided Sky"
"Set 2","Walk Away"
"Set 2","The Lizards"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","If I Only Had a Brain"
"Set 2","Highway to Hell"
"Encore","Lawn Boy"
"Encore","Possum"
