"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","You Enjoy Myself"
"Set 1","Golgi Apparatus"
"Set 1","La Grange"
"Set 1","Fluffhead"
"Set 1","Possum"
"Set 1","Foam"
"Set 1","Walk Away"
"Set 1","Take the 'A' Train"
"Set 1","Split Open and Melt"
"Set 1","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","Bold As Love"
"Set 2","The Lizards"
"Set 2","Harry Hood"
"Set 2","If I Only Had a Brain"
"Set 2","Contact"
"Set 2","Fire"
"Encore","Whipping Post"
