"Set","Song"
"Set 1","La Grange"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","You Enjoy Myself"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Ya Mar"
"Set 1","Foam"
"Set 1","Rocky Top"
"Set 1","Split Open and Melt"
"Set 1","Tela"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","Good Times Bad Times"
"Set 2","Harry Hood"
"Set 2","Reba"
"Set 2","Golgi Apparatus"
"Set 2","In a Hole"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Who Do? We Do!"
"Set 2","AC/DC Bag"
"Set 2","My Sweet One"
"Set 2","Fee"
"Set 2","Possum"
"Encore","Undun"
"Encore","Run Like an Antelope"
"Encore","The Lizards"
