"Set","Song"
"Set 1","Satin Doll"
"Set 1","On Green Dolphin Street"
"Set 1","In a Mellow Tone"
"Set 1","Autumn Leaves"
"Set 1","Four"
"Set 1","My Favorite Things"
"Set 1","Lucky Seven"
"Set 1","Donna Lee"
"Set 1","Take the 'A' Train"
"Set 2","Blue Sky"
"Set 2","Suzy Greenberg"
"Set 2","AC/DC Bag"
"Set 2","Ya Mar"
"Set 2","Rocky Top"
"Set 2","On Your Way Down"
"Set 2","Night and Day"
"Set 2","Blue Monk"
"Set 2","I Didn't Know"
"Set 2","You Enjoy Myself"
"Set 2","Possum"
"Set 3","Icculus"
"Set 3","Run Like an Antelope"
"Set 3","The Oh Kee Pa Ceremony"
"Set 3","Contact"
