"Set","Song"
"Set 1","Dinner and a Movie"
"Set 1","La Grange"
"Set 1","The Lizards"
"Set 1","Foam"
"Set 1","In a Hole"
"Set 1","Rocky Top"
"Set 1","David Bowie"
"Set 1","Lawn Boy"
"Set 1","Bathtub Gin"
"Set 1","Golgi Apparatus"
"Set 2","Take the 'A' Train"
"Set 2","Fluffhead"
"Set 2","Esther"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 2","Fee"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Encore","Contact"
"Encore","Big Black Furry Creature from Mars"
