Set,Song
Set 1,Glide
Set 1,Sing Monica
Set 1,Birds of a Feather
Set 1,Wolfman's Brother
Set 1,Sugar Shack
Set 1,Alaska
Set 1,McGrupp and the Watchful Hosemasters
Set 1,Stealing Time From the Faulty Plan
Set 1,Horn
Set 1,Devotion To a Dream
Set 1,Silent in the Morning
Set 1,Run Like an Antelope
Set 2,Chalk Dust Torture
Set 2,Wingsuit
Set 2,Winterqueen
Set 2,Twist
Set 2,Crosseyed and Painless
Set 2,Waste
Set 2,Mike's Song
Set 2,Sneakin' Sally Through the Alley
Encore,Julius
Encore,Weekapaug Groove
