"Set","Song"
"Set 1","Free"
"Set 1","The Moma Dance"
"Set 1","Halley's Comet"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","555"
"Set 1","Rift"
"Set 1","Sample in a Jar"
"Set 1","Devotion To a Dream"
"Set 1","Yarmouth Road"
"Set 1","Sparkle"
"Set 1","Wingsuit"
"Set 1","David Bowie"
"Set 1","Cavern"
"Set 2","Down with Disease"
"Set 2","What's the Use?"
"Set 2","Carini"
"Set 2","Light"
"Set 2","Fuego"
"Set 2","Slave to the Traffic Light"
"Set 2","Meatstick"
"Set 2","Bold As Love"
"Encore","The Horse"
"Encore","Silent in the Morning"
"Encore","Fluffhead"
