"Set","Song"
"Set 1","The Curtain With"
"Set 1","Wombat"
"Set 1","Kill Devil Falls"
"Set 1","Bouncing Around the Room"
"Set 1","Poor Heart"
"Set 1","A Song I Heard the Ocean Sing"
"Set 1","Lawn Boy"
"Set 1","Wolfman's Brother"
"Set 1","Waiting All Night"
"Set 1","Winterqueen"
"Set 1","Funky Bitch"
"Set 1","Tube"
"Set 1","Possum"
"Set 2","Chalk Dust Torture"
"Set 2","Twist"
"Set 2","The Wedge"
"Set 2","Tweezer"
"Set 2","Sand"
"Set 2","Piper"
"Set 2","Joy"
"Set 2","Mike's Song"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Weekapaug Groove"
"Encore","Loving Cup"
"Encore","Tweezer Reprise"
