"Set","Song"
"Set 1","Soul Shakedown Party"
"Set 1","The Wedge"
"Set 1","Undermind"
"Set 1","Horn"
"Set 1","Ya Mar"
"Set 1","Jesus Just Left Chicago"
"Set 1","A Song I Heard the Ocean Sing"
"Set 1","Winterqueen"
"Set 1","My Friend, My Friend"
"Set 1","Split Open and Melt"
"Set 1","Walls of the Cave"
"Set 2","Drowned"
"Set 2","Theme From the Bottom"
"Set 2","Steam"
"Set 2","Waves"
"Set 2","Twenty Years Later"
"Set 2","Scent of a Mule"
"Set 2","Also Sprach Zarathustra"
"Set 2","Mike's Song"
"Set 2","Runaway Jim"
"Set 2","Weekapaug Groove"
"Encore","The Horse"
"Encore","Silent in the Morning"
"Encore","Run Like an Antelope"
