"Set","Song"
"Set 1","555"
"Set 1","Kill Devil Falls"
"Set 1","Bouncing Around the Room"
"Set 1","Reba"
"Set 1","Waiting All Night"
"Set 1","Birds of a Feather"
"Set 1","Halfway to the Moon"
"Set 1","Sparkle"
"Set 1","Sample in a Jar"
"Set 1","A Song I Heard the Ocean Sing"
"Set 1","Stash"
"Set 1","The Squirming Coil"
"Set 2","Golden Age"
"Set 2","The Mango Song"
"Set 2","Sand"
"Set 2","Piper"
"Set 2","Halley's Comet"
"Set 2","Wombat"
"Set 2","Chalk Dust Torture"
"Set 2","Slave to the Traffic Light"
"Encore","Julius"
