"Set","Song"
"Set 1","Buried Alive"
"Set 1","Ghost"
"Set 1","Scent of a Mule"
"Set 1","Sample in a Jar"
"Set 1","Reba"
"Set 1","46 Days"
"Set 1","Big Black Furry Creature from Mars"
"Set 1","Lawn Boy"
"Set 1","Saw It Again"
"Set 1","Tube"
"Set 1","Wolfman's Brother"
"Set 2","Intro"
"Set 2","The Haunted House"
"Set 2","The Very Long Fuse"
"Set 2","The Dogs"
"Set 2","Timber"
"Set 2","Your Pet Cat"
"Set 2","Shipwreck"
"Set 2","The Unsafe Bridge"
"Set 2","The Chinese Water Torture"
"Set 2","The Birds"
"Set 2","Martian Monster"
"Set 3","Punch You in the Eye"
"Set 3","Golden Age"
"Set 3","Tweezer"
"Set 3","Heavy Things"
"Set 3","Guyute"
"Set 3","Sand"
"Set 3","Tweezer Reprise"
"Encore","Is This What You Wanted"
"Encore","Frankenstein"
