"Set","Song"
"Set 1","My Soul"
"Set 1","Bathtub Gin"
"Set 1","555"
"Set 1","Pebbles and Marbles"
"Set 1","The Line"
"Set 1","Vultures"
"Set 1","Fast Enough for You"
"Set 1","Back on the Train"
"Set 1","Taste"
"Set 1","Gumbo"
"Set 1","Halfway to the Moon"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Suzy Greenberg"
"Set 2","Chalk Dust Torture"
"Set 2","Scents and Subtle Sounds"
"Set 2","Twist"
"Set 2","Fuego"
"Set 2","The Wedge"
"Set 2","Light"
"Set 2","Harry Hood"
"Set 2","First Tube"
"Encore","Fluffhead"
