"Set","Song"
"Set 1","Wolfman's Brother"
"Set 1","Devotion To a Dream"
"Set 1","Wilson"
"Set 1","Poor Heart"
"Set 1","The Moma Dance"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Lawn Boy"
"Set 1","Yarmouth Road"
"Set 1","Rift"
"Set 1","The Line"
"Set 1","It's Ice"
"Set 1","46 Days"
"Set 2","Mike's Song"
"Set 2","Ghost"
"Set 2","Prince Caspian"
"Set 2","Backwards Down the Number Line"
"Set 2","Weekapaug Groove"
"Set 2","Cavern"
"Set 2","Piper"
"Set 2","Waiting All Night"
"Set 2","Tweezer"
"Set 2","Fuego"
"Set 2","Tweezer Reprise"
"Encore","Also Sprach Zarathustra"
"Encore","Possum"
