"Set","Song"
"Set 1","Walfredo"
"Set 1","Ocelot"
"Set 1","Camel Walk"
"Set 1","Axilla"
"Set 1","Rift"
"Set 1","555"
"Set 1","Maze"
"Set 1","Brian and Robert"
"Set 1","Stash"
"Set 1","Party Time"
"Set 1","46 Days"
"Set 2","Sand"
"Set 2","Birds of a Feather"
"Set 2","Waiting All Night"
"Set 2","Ghost"
"Set 2","Bug"
"Set 2","Seven Below"
"Set 2","I Didn't Know"
"Set 2","Chalk Dust Torture"
"Set 2","Also Sprach Zarathustra"
"Set 2","Slave to the Traffic Light"
"Encore","Take Me Out to the Ballgame"
"Encore","Winterqueen"
"Encore","A Day in the Life"
